page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,embedding
0,"1    THE PREVENTION OF MONEY-LAUNDERING ACT, 2002 __________________  ARRANGEMENT OF SECTIONS __________________  CHAPTER I PRELIMINARY SECTIONS 1. Short title, extent and commencement. 2. Definitions.  CHAPTER II OFFENCE OF MONEY-LAUNDERING 3. Offence of money-laundering. 4. Punishment for money-laundering.  CHAPTER III ATTACHMENT, ADJUDICATION AND CONFISCATION 5. Attachment of property involved in money-laundering.",420,57,105.0,"[-0.01882012  0.05399613  0.07044598  0.00513447 -0.01816009  0.02053198
  0.02860883 -0.0347541  -0.01032052  0.02338278  0.05409602 -0.02219161
 -0.01025558  0.06988545  0.03530082 -0.03716157 -0.01729551  0.01665979
 -0.0943462   0.04802588  0.08971436 -0.04234947 -0.01399612 -0.09589289
  0.00471661 -0.01259817  0.0639099   0.08848483 -0.02941069 -0.1411964
 -0.01528418 -0.0077762   0.01042975 -0.02065526  0.04813845 -0.0526974
 -0.02662588  0.05060823 -0.0042393   0.07647812 -0.03053165 -0.01807752
  0.00191823 -0.08159448 -0.01604377 -0.03961357 -0.01322045 -0.02630361
  0.01926224 -0.02488741 -0.02408302 -0.01215034  0.05302071  0.04368964
  0.02792051  0.0098388   0.03501255  0.01689274  0.07194701  0.10943156
  0.02736468  0.03073715 -0.12067354  0.14417183  0.05804235  0.03640056
 -0.00715671  0.02278207 -0.04520491  0.02590129 -0.03959716  0.03424747
 -0.04892227  0.00839957 -0.03747651  0.06246512  0.04947639  0.06314653
 -0.08683909 -0.0238735  -0.03984626 -0.04694316 -0.02689121  0.0256202
 -0.04017229 -0.03381388  0.03386743 -0.05246131 -0.01057887 -0.03265703
 -0.01844849 -0.08140179  0.06888723 -0.02787155 -0.03105383 -0.01411299
  0.03377625  0.02342159  0.01928789  0.10241017  0.04245232  0.00894514
 -0.0634701  -0.00584022 -0.01729417 -0.04148653  0.05900726 -0.00567725
  0.07377621 -0.01295351 -0.04834627  0.00557922  0.04306951 -0.07063544
  0.07535713  0.02903839 -0.02834157 -0.0728164  -0.00120917  0.01422391
  0.04753733  0.04110014  0.01714645 -0.03674318  0.0279983  -0.04804159
  0.08435356  0.06304207  0.05715864 -0.02432543  0.04088227  0.00352402
 -0.04626337 -0.00237162 -0.0479832  -0.01782501 -0.05620826  0.03915477
  0.04779072  0.0347723  -0.05304675 -0.05816559 -0.02479651 -0.06128723
  0.0209364   0.11278581 -0.07375766  0.01659821 -0.02827165 -0.03035379
 -0.06172773 -0.01898157  0.02783526 -0.01924201 -0.00758338  0.02889285
 -0.00047445  0.03866795 -0.02990215  0.03348032 -0.10774089 -0.00596807
  0.05412991  0.08787508  0.00185409 -0.08840828  0.04241381 -0.05016744
 -0.02545183 -0.05718198  0.01316993  0.043093   -0.03409266 -0.03379608
  0.08229442 -0.02973113  0.0010243  -0.00119646  0.05421878 -0.08555963
  0.04483582 -0.08643393 -0.0572715   0.00525894  0.0459727  -0.07176889
 -0.10638984 -0.01098508  0.03768168  0.03042577 -0.14562473  0.00386389
 -0.04082638  0.02445106  0.04458785  0.02490853 -0.07406569 -0.078351
 -0.05938547 -0.05584941  0.10453995  0.03938504 -0.09016224  0.02306543
 -0.02447633  0.05030825  0.03469307 -0.04708146 -0.05680318 -0.03278912
 -0.01602216 -0.01144625 -0.01898677 -0.06902379 -0.0070727  -0.08064736
  0.01583571  0.00859645  0.01086703  0.01254145  0.05272286 -0.04076403
 -0.0300102  -0.15548255  0.02804011 -0.01589929 -0.07552217  0.07382102
 -0.05845728  0.01899824  0.05633102 -0.05896653  0.03282574  0.06606769
 -0.05181947 -0.00627897  0.01143702 -0.00977738  0.06744822 -0.04368827
  0.01716608  0.05520988 -0.0528221  -0.07260426 -0.04985474 -0.0507961
 -0.00414505  0.01414223 -0.08148243  0.08962002  0.04282971 -0.00485237
  0.02428483  0.05399302  0.03783552  0.01933903 -0.08421122  0.09808641
 -0.06123013 -0.04505687  0.10014547 -0.06826691 -0.06547498  0.08389835
  0.04718297  0.0217692  -0.06211805  0.08681458 -0.04669893 -0.05022365
  0.02821233  0.01779421 -0.01167426  0.02037676 -0.02297387  0.04235889
 -0.01769756 -0.08948618 -0.07187316 -0.04428895  0.0373801  -0.01605382
 -0.01183409 -0.05248079 -0.0061065   0.12389541 -0.01760525  0.02251513
  0.03930521 -0.01856745  0.01185126 -0.05838908 -0.0639125  -0.05924408
  0.08743352 -0.04001501  0.01525945  0.06205729  0.01211171  0.03156849
 -0.02151016 -0.03748285 -0.0115391   0.01765248 -0.0339268  -0.00626218
  0.0314438   0.00252255 -0.02268592 -0.01735005 -0.01131993  0.04349188
 -0.02423796  0.01119072  0.01294196  0.01042428  0.0611052   0.00510282
  0.00602288 -0.13572554 -0.03596944  0.06357982  0.00696358  0.0085643
  0.0198434   0.01422228 -0.05162646 -0.02297512 -0.05862176  0.04279141
  0.04803951  0.10776741 -0.02413209 -0.08389143 -0.01325381  0.09794517
 -0.03154011 -0.06413921 -0.04720096  0.02743189  0.03734642  0.12337745
  0.02311027 -0.00701443  0.06448866  0.03545935  0.02859141  0.04448311
  0.07979462  0.0395057  -0.03637796  0.13394602  0.00922817  0.00701049
  0.01412565 -0.0085657   0.08667154  0.02139504 -0.04208459  0.06358812
  0.06789941 -0.0327385  -0.02082071  0.11806731 -0.01148059 -0.08395248
 -0.05165841  0.00143063 -0.03289729 -0.05149474 -0.02895649  0.05125087
  0.06048987  0.0593135  -0.04067011 -0.0541641   0.00270291 -0.03457991
 -0.03132817  0.0035281  -0.00543347  0.08003429  0.01336879  0.03502205]"
0,"6. Adjudicating Authorities, composition, powers, etc. 7. Staff of Adjudicating Authorities. 8. Adjudication. 9. Vesting of property in Central Government. 10. Management of properties confiscated under this Chapter.",216,28,54.0,"[-7.06986487e-02  1.69440918e-02  5.75422980e-02  1.31035317e-02
 -5.23338728e-02  2.12174878e-02  4.48070057e-02  6.44908811e-04
 -1.39200473e-02  2.39195414e-02  6.17260747e-02 -3.12662683e-02
 -2.86721922e-02  3.79577652e-02  1.27622287e-03 -2.48712711e-02
 -4.36152518e-02  6.53317124e-02 -1.06087744e-01  3.11836265e-02
  9.80447456e-02 -2.51370054e-02  3.81150693e-02 -1.14567779e-01
 -1.08814584e-02  3.62475985e-03  1.87867563e-02  5.53006120e-02
 -3.21367756e-02 -1.44873396e-01 -8.62701312e-02 -1.28240176e-02
  1.45215457e-02 -2.47940943e-02  6.27111942e-02 -6.49412200e-02
  3.54954228e-03  5.10392040e-02 -1.43121986e-03  4.19008322e-02
 -2.62942631e-02 -3.16569395e-02  5.56045473e-02 -8.36625323e-02
  1.92733444e-02 -1.67752225e-02 -4.86854203e-02 -9.79129132e-03
  1.84236243e-02 -1.48416106e-02 -1.90153774e-02  8.40406306e-03
  3.48680057e-02  1.02118671e-01  2.63934657e-02 -3.24598774e-02
  3.36028375e-02  3.92997377e-02  7.60166645e-02  6.95216358e-02
  5.19963261e-03  4.56506275e-02 -1.41048729e-01  1.51213586e-01
  8.00337866e-02  6.98453337e-02 -1.72529034e-02  1.02239894e-03
 -5.12132347e-02  2.67430916e-02  1.22098085e-02  3.00687738e-02
 -3.43829431e-02  5.45077398e-02 -5.46238534e-02  5.60573786e-02
  5.97615307e-03  4.55260128e-02 -5.14067896e-02 -7.12296069e-02
 -2.47266423e-02 -6.71581626e-02 -1.83667112e-02  2.93587968e-02
 -3.54171842e-02 -1.81553178e-02  1.45237679e-02 -4.53336574e-02
 -9.44641232e-03 -3.60312499e-02 -8.41448549e-03 -5.06122271e-03
  8.21363777e-02 -1.38672488e-02 -6.02948330e-02 -4.89344969e-02
  4.27090079e-02  2.97061335e-02  3.24113965e-02  6.99538738e-02
  2.11949833e-02  2.97722071e-02 -5.22938499e-04 -4.77568358e-02
 -1.15763089e-02 -2.59917323e-02  2.66004801e-02 -2.44376678e-02
  6.46661296e-02  2.69648675e-02 -5.83758578e-02 -1.86086763e-02
  8.06483533e-03 -5.84683828e-02  6.87483624e-02  4.46755663e-02
 -6.01351447e-03 -1.07910130e-02 -7.16742873e-02 -1.69809293e-02
  5.97721748e-02  1.50099220e-02  3.77555005e-02 -1.27901807e-02
  2.68996358e-02 -2.75248457e-02  4.10458818e-02  4.30066921e-02
  6.38975799e-02 -1.92272048e-02  5.52945621e-02 -2.09861360e-02
 -8.63593258e-03  1.25449635e-02 -6.93898872e-02 -1.16068618e-02
  1.41105587e-02  1.92988627e-02  9.03139636e-02  2.51033902e-02
 -2.91070845e-02 -7.26001039e-02  7.18847150e-03 -9.24087539e-02
  1.43299496e-03  1.06824204e-01 -6.46323338e-02  3.17257941e-02
 -3.65804061e-02 -5.41906394e-02 -5.10991886e-02  2.41391137e-02
  5.15373535e-02 -2.64404509e-02 -2.49746512e-03  2.12483145e-02
 -3.59235145e-02  5.48784696e-02 -2.37443503e-02  9.19823069e-03
 -7.33447969e-02 -1.78072136e-02  4.53272797e-02  1.66986600e-01
  1.27439555e-02 -9.93225351e-02  2.94250455e-02 -2.14251745e-02
 -6.25258684e-02 -5.88395745e-02  6.41568471e-03  3.14065106e-02
  1.27497260e-02 -2.65936162e-02  9.12586823e-02 -1.10096000e-02
 -1.51131777e-02 -1.48649226e-04  4.17614207e-02 -6.08974397e-02
  7.84913450e-02 -6.20188490e-02 -2.52978224e-02  6.72686845e-02
  5.24493121e-02 -7.45573118e-02 -5.91244400e-02 -3.50415260e-02
  2.81608384e-02  1.05117429e-02 -1.48100197e-01  3.06840893e-02
 -5.28988950e-02 -2.91068386e-02  1.67225543e-02  1.38279749e-02
 -3.82403433e-02 -7.19245598e-02 -3.95082682e-02 -5.49856797e-02
  5.44367284e-02  4.22326215e-02 -5.30302264e-02  4.92256880e-03
 -3.39924544e-02  6.66716844e-02  3.27002406e-02 -6.11732267e-02
 -4.61944975e-02 -1.07242763e-02 -2.11899709e-02  6.13663308e-02
 -2.41498533e-03 -6.61228225e-02 -1.57007389e-02 -4.27687876e-02
 -1.19363889e-02  9.52005666e-03  1.32003948e-02  9.07470379e-03
  5.94381243e-02 -3.72086987e-02 -3.58816460e-02 -1.24856964e-01
 -2.34468486e-02 -5.65514900e-02 -6.05168678e-02  9.57895070e-02
 -3.31738368e-02 -7.21424236e-04  6.65764436e-02 -7.36611038e-02
  3.92756276e-02  1.18757822e-02 -2.82658618e-02 -4.98280115e-03
 -1.26582067e-02  2.46717352e-02  1.11872405e-02 -5.70312329e-02
 -2.56656967e-02  5.69429733e-02 -3.63337994e-02 -4.67673503e-02
 -6.36483403e-03 -5.45985065e-02 -5.74493371e-02  8.07955340e-02
 -5.69762215e-02  6.37572855e-02  2.77546346e-02 -7.27679022e-03
  3.19212116e-03  2.10948978e-02  3.35335657e-02  1.88666303e-02
 -5.75655773e-02  1.17048241e-01 -7.73145109e-02 -2.68573854e-02
  9.37123373e-02 -2.04230677e-02 -6.62159994e-02  1.20540082e-01
  3.41048576e-02  6.36591169e-04 -4.97178994e-02  1.21079899e-01
 -8.30551386e-02 -5.45024164e-02 -2.99959406e-02 -6.31569047e-03
 -5.08290976e-02  4.78594052e-03 -3.79752703e-02  3.17564718e-02
 -3.49397436e-02 -8.36932734e-02 -8.26582834e-02 -6.47726730e-02
  5.04574403e-02 -3.33992131e-02  3.19697186e-02 -5.45500293e-02
 -3.05059403e-02  7.61244819e-02 -3.87236453e-03  4.33173589e-02
  4.84112464e-02 -2.43060179e-02  8.35561100e-03 -5.48090488e-02
 -2.33990792e-02 -5.14971688e-02  7.29447231e-02 -4.02232595e-02
  4.50397283e-03  7.83356726e-02 -1.57604553e-03  1.67423990e-02
 -3.03177442e-02 -7.28094131e-02 -4.39663902e-02 -7.21533829e-03
 -2.44909748e-02 -4.27835900e-03  4.00929339e-02  4.15990017e-02
 -5.84339686e-02 -2.90905982e-02  7.60975620e-03  1.21063692e-02
 -7.78095378e-03 -1.98443141e-02 -1.46805798e-03  3.97105031e-02
  8.83952603e-02 -2.24441048e-02 -1.30814901e-02 -1.22873977e-01
 -4.11320589e-02  6.58121705e-02  3.61538231e-02  1.72058679e-02
  3.85770537e-02  4.06190082e-02 -6.07289374e-02 -3.46338376e-02
 -2.78934892e-02  6.61077350e-02  6.77646697e-02  3.35954800e-02
 -5.85867837e-02 -6.31464049e-02  2.74106637e-02  9.97217819e-02
  6.95611350e-03 -2.82464046e-02 -6.48988634e-02  2.12019105e-02
  8.97456054e-03  1.28311560e-01  9.95916035e-03 -1.72356814e-02
  9.64147151e-02  4.86645624e-02  4.03672606e-02  6.31067902e-03
  7.59898648e-02  2.89997216e-02 -1.41901309e-02  1.41323164e-01
  3.87919624e-03  1.27865095e-02  7.33022764e-02  1.01900343e-02
  2.20724586e-02 -1.52998557e-02 -1.15397368e-02  7.11394250e-02
  7.73753151e-02 -1.47238923e-02  3.71687463e-03  9.92709324e-02
  6.78960141e-03 -9.09507126e-02 -1.39857586e-02  2.31058765e-02
 -1.11008333e-02 -2.96808705e-02 -1.73794124e-02  5.59981614e-02
  5.33002354e-02  5.57069816e-02 -8.71859491e-02 -7.34690800e-02
 -7.38372095e-03 -4.75314930e-02 -7.89468512e-02 -5.56435389e-03
 -2.57203206e-02  2.81801540e-02  4.80194436e-03  3.64147164e-02]"
0,"11. Power regarding summons, production of documents and evidence, etc.  CHAPTER IV OBLIGATIONS OF BANKING COMPANIES, FINANCIAL INSTITUTIONS AND INTERMEDIARIES 12. Reporting entity to maintain records. 12A. Access to information. 13. Powers of Director to impose fine. 14. No civil or criminal proceedings against reporting entity, its directors and employees in certain cases. 15.",381,55,95.25,"[-8.68755504e-02  8.27079825e-03  2.22970154e-02 -3.14820036e-02
 -4.13375907e-02  2.95355152e-02  4.23665382e-02 -1.11399088e-02
 -1.13111949e-02  3.16530876e-02  2.36264132e-02 -3.19926031e-02
 -3.13921198e-02  4.17342735e-03  9.23831947e-03 -2.73773056e-02
 -4.65280637e-02  5.49429394e-02 -1.01605751e-01  5.89840002e-02
  1.15940534e-01 -6.19797893e-02  1.78072378e-02 -8.29962716e-02
  2.04653782e-03  5.48936334e-03  5.44011667e-02  8.52919817e-02
 -2.49872748e-02 -1.28649294e-01 -5.48281372e-02 -3.24227591e-03
  4.06553783e-02 -1.75803285e-02  3.03165726e-02 -7.30235204e-02
 -3.30695622e-02  4.89455946e-02  2.02889387e-02  1.40298977e-02
 -3.32830213e-02 -2.72537358e-02  3.92122492e-02 -6.61885068e-02
 -5.71615947e-03 -3.82677540e-02 -4.25635539e-02 -1.68654621e-02
  9.82111599e-03  9.94923525e-03 -2.41154265e-02  1.76063515e-02
  3.90844494e-02  8.73143002e-02  1.62105449e-02  4.16225195e-02
  3.89037244e-02  2.38327943e-02  7.23026171e-02  9.03094858e-02
  1.56087410e-02  2.48508174e-02 -1.45499721e-01  8.38241950e-02
  8.68914798e-02  1.04468875e-01 -4.17524353e-02  6.63048178e-02
 -7.02604428e-02  1.39505742e-03 -2.07280796e-02 -2.88937753e-03
 -6.62314817e-02  4.08892445e-02 -5.00686541e-02  2.86188629e-02
  1.96155477e-02  7.08046481e-02 -8.06295797e-02 -1.75436325e-02
 -3.01986653e-02 -2.75555048e-02 -3.86110060e-02  4.31726836e-02
 -1.39139360e-02 -1.18150830e-03  5.70688136e-02 -4.72479835e-02
 -4.68571968e-02 -3.78216505e-02 -3.76103595e-02 -5.16976118e-02
  9.50250551e-02 -2.39523407e-02 -3.94374840e-02 -1.68819539e-02
  1.36026153e-02  2.03152057e-02  4.07993468e-03  7.12381378e-02
  5.79916239e-02  1.58069923e-03 -5.48530295e-02 -1.83511525e-02
  1.13803884e-02 -2.66413409e-02  5.90666942e-02  1.49492053e-02
  6.41600192e-02 -3.64376744e-03 -3.64315063e-02 -3.08369333e-03
  3.97930713e-03 -8.82799774e-02  9.49513987e-02  3.64219807e-02
 -2.56966334e-02 -3.27528231e-02 -3.71756926e-02 -5.17898845e-03
  9.56307948e-02  3.89663465e-02  3.08114849e-02 -3.45738903e-02
  1.38088027e-02  1.76999941e-02  5.19226976e-02  7.80598819e-02
  6.03459217e-02 -2.47287657e-02  5.12912311e-02 -6.05510511e-02
  8.01679795e-04  4.55663167e-02 -6.46311492e-02 -1.66051202e-02
 -2.39944756e-02  4.21972014e-02  6.57069311e-02  2.29573492e-02
 -4.06649224e-02 -7.80221075e-02 -4.52868976e-02 -9.56071094e-02
  5.15424386e-02  1.05861180e-01 -7.49862343e-02  6.61431476e-02
 -4.97558415e-02 -3.97954844e-02 -5.56314960e-02  1.44688729e-02
  6.11326545e-02 -3.12486477e-02 -5.20807765e-02  2.19257828e-02
 -2.12991703e-02  3.01410835e-02 -5.41438609e-02 -2.22886484e-02
 -5.22498228e-02  1.19431159e-02  4.41385955e-02  1.45043969e-01
 -1.20932721e-02 -8.14327896e-02  6.01512939e-02 -2.64439341e-02
 -4.41058502e-02 -6.42370731e-02  1.28494268e-02  4.75091077e-02
  4.35878746e-02 -1.55989081e-02  6.42141327e-02 -7.39797801e-02
 -2.33857539e-02 -1.79643035e-02  2.24709082e-02 -4.83370870e-02
  6.25448450e-02 -7.58570209e-02 -9.83980671e-03  7.66854733e-02
  4.83303629e-02 -4.16513272e-02 -7.56577849e-02 -1.37457596e-02
  3.53320353e-02 -3.51214805e-03 -1.09222539e-01  1.42496303e-02
 -5.49658574e-02  2.70213615e-02  3.08103207e-02  3.45363244e-02
 -2.59835720e-02 -6.74457029e-02 -6.70923591e-02 -4.91444245e-02
  6.17251061e-02  4.27635871e-02 -2.81119272e-02  5.12853265e-02
 -2.05000620e-02  4.05588187e-02  5.52963233e-03 -1.38734551e-02
 -3.03099677e-02 -2.03381162e-02 -1.99693311e-02  2.29078289e-02
 -9.50977486e-03 -5.02246879e-02 -1.60017684e-02 -7.89351091e-02
  2.06857026e-02  1.59553494e-02  2.55648680e-02 -1.87673327e-02
  5.31071648e-02 -4.00282554e-02 -1.79546606e-02 -1.66685343e-01
  1.11075249e-02 -4.55550440e-02 -4.34971452e-02  4.60537225e-02
  3.12319677e-03  3.21989064e-04  4.25562933e-02 -6.26954734e-02
  7.85566717e-02  4.22770716e-02 -5.95064126e-02  1.50981965e-02
 -4.01003659e-02  7.56199146e-03  4.49286886e-02 -5.90930739e-03
 -9.86702088e-03  3.37717868e-02 -4.65534218e-02 -5.26232682e-02
 -4.59963158e-02 -4.23559919e-02 -4.12719287e-02  5.97985350e-02
 -7.92493969e-02  1.18645325e-01  3.16242799e-02 -4.43915138e-03
  3.25654633e-02  3.79648544e-02  2.04552114e-02  4.46561761e-02
 -9.67881903e-02  1.05788924e-01 -7.72489235e-02 -6.60922453e-02
  1.30471975e-01 -5.07998876e-02 -4.76706177e-02  9.11198631e-02
  2.88047120e-02  2.71482468e-02 -2.18286142e-02  9.49400589e-02
 -6.99025840e-02 -3.59806456e-02  1.82291754e-02 -3.91639173e-02
 -3.64472754e-02 -6.45145355e-03 -4.01167199e-02  3.06477770e-02
 -2.48331092e-02 -7.55118728e-02 -5.69863245e-02 -8.48730728e-02
  1.71700735e-02 -4.28362265e-02  2.71376129e-02 -5.18823899e-02
 -4.80194800e-02  5.68496808e-02 -9.05280933e-03  8.97385851e-02
  7.30471164e-02 -3.22261266e-02 -1.71899591e-02 -2.04342958e-02
 -1.87500753e-02 -2.20125094e-02  8.45641792e-02 -7.45899752e-02
  1.06256381e-02  6.36261627e-02  2.30548903e-02  2.47092135e-02
 -3.69949378e-02 -7.60216415e-02 -2.50342470e-02  2.63251504e-03
 -3.79688106e-02  6.05238490e-02  5.68624064e-02  1.40428944e-02
 -1.29871126e-02  1.63250864e-02  1.88332982e-02 -1.13849491e-02
 -3.39809507e-02 -6.54010382e-03 -1.15672406e-02  6.23963512e-02
  4.22436111e-02 -2.70406104e-04 -2.94794608e-02 -1.39963031e-01
 -2.37581916e-02  5.10727838e-02  3.98289552e-03  1.68917067e-02
  3.19655575e-02  2.09574047e-02 -7.33407622e-04 -4.26211767e-02
  1.33423386e-02  5.65217733e-02  2.46099103e-02  2.98669785e-02
 -3.94557975e-02 -3.31681669e-02  2.47215293e-02  7.64930919e-02
  9.56986842e-05 -4.45784777e-02 -5.26545793e-02  1.73576083e-02
  3.73120084e-02  1.26105323e-01 -2.29847664e-03  1.15581881e-03
  7.72503167e-02  2.94886194e-02  9.52058064e-04  3.73277403e-02
  8.96798149e-02  1.81013905e-02 -4.94771004e-02  1.65329754e-01
  1.12498524e-02  3.46069038e-02  1.49591519e-02 -2.58506555e-02
  4.67778742e-02 -2.31305957e-02 -2.96512432e-02  6.57412782e-02
  5.86566590e-02 -2.66455766e-02 -2.02135053e-02  7.81828165e-02
 -2.34413184e-02 -9.30712372e-02 -1.17207039e-02 -4.04441170e-02
 -3.70909162e-02 -7.67566413e-02 -4.22969908e-02  6.36264980e-02
  4.24812958e-02  6.84976801e-02 -6.24646135e-02 -4.89623919e-02
 -3.09778024e-02 -2.38986183e-02 -7.98225030e-02 -1.54948570e-02
 -2.05573812e-03  4.77867462e-02  2.36849654e-02  1.53823439e-02]"
